"series key","first date (dd-mm-yyyy)","last date (dd-mm-yyyy)","dimensions"
"SUP.Q.B01.W0._Z.P2250._T.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.AMC.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.AMC.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.AMC.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.AMC.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.CSCB.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.CSCB.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.CWH.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.CWH.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.CWH.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.CWH.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.DEV.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.DEV.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.DEV.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.DEV.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.DIV.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.DIV.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.DIV.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.DIV.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.DOM.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.DOM.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.EEA.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.EEA.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.EML.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.EML.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.GSIB.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.GSIB.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.LORI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.LORI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.MHRI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.MHRI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.NC.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.NC.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.NC.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.NC.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.NEEA.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.NEEA.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.RCCL.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.RCCL.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.RCCL.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.RCCL.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.ROW.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.ROW.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.SL30.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.SL30.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.SM20.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.SM20.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.SML.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.SML.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.SSM.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.SSM.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.ST10.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.ST10.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.ST20.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.ST20.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.UNI.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.UNI.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440.UNI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440.UNI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440._T.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440._T.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2440._T.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2440._T.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.AMC.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.AMC.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.AMC.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.AMC.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.CSCB.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.CSCB.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.CWH.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.CWH.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.CWH.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.CWH.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.DEV.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.DEV.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.DEV.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.DEV.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.DIV.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.DIV.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.DIV.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.DIV.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.DOM.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.DOM.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.EEA.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.EEA.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.EML.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.EML.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.GSIB.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.GSIB.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.LORI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.LORI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.MHRI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.MHRI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.NC.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.NC.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.NC.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.NC.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.NEEA.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.NEEA.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.RCCL.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.RCCL.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.RCCL.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.RCCL.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.ROW.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.ROW.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.SL30.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.SL30.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.SM20.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.SM20.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.SML.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.SML.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.SSM.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.SSM.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.ST10.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.ST10.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.ST20.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.ST20.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.UNI.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.UNI.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450.UNI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450.UNI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450._T.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450._T.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P2450._T.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P2450._T.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.AMC.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.AMC.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.AMC.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.AMC.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.CSCB.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.CSCB.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.CWH.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.CWH.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.CWH.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.CWH.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.DEV.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.DEV.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.DEV.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.DEV.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.DIV.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.DIV.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.DIV.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.DIV.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.DOM.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.DOM.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.EEA.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.EEA.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.EML.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.EML.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.GSIB.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.GSIB.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.LORI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.LORI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.MHRI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.MHRI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.NC.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.NC.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.NC.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.NC.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.NEEA.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.NEEA.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.RCCL.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.RCCL.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.RCCL.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.RCCL.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.ROW.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.ROW.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.SL30.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.SL30.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.SM20.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.SM20.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.SML.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.SML.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.SSM.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.SSM.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.ST10.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.ST10.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.ST20.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.ST20.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.UNI.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.UNI.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300.UNI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300.UNI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300._T.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300._T.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3300._T.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3300._T.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.AMC.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.AMC.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.AMC.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.AMC.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.CSCB.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.CSCB.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.CWH.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.CWH.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.CWH.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.CWH.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.DEV.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.DEV.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.DEV.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.DEV.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.DIV.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.DIV.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.DIV.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.DIV.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.DOM.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.DOM.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.EEA.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.EEA.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.EML.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.EML.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.GSIB.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.GSIB.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.LORI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.LORI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.MHRI.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.MHRI.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.NC.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.NC.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.NC.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.NC.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.NEEA.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.NEEA.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.RCCL.LSI._Z.ALL._Z.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.RCCL.LSI._Z.ALL._Z.LAF.C","01-04-2020","01-07-2025","null"
"SUP.Q.B01.W0._Z.P3310.RCCL.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.RCCL.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.ROW.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.ROW.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.SL30.SII._Z.ALL._Z.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.B01.W0._Z.P3310.SL30.SII._Z.ALL._Z.LAF.C","01-04-2015","01-10-2025","null"
